10,13108.360352,0.000538
20,14146.040039,0.001092
50,14298.599609,0.002740
80,14599.769531,0.004344
100,14370.650391,0.005498
110,18887.880859,0.004793
125,20057.199219,0.005129
150,20120.359375,0.006065
175,20116.169922,0.007692
200,20115.830078,0.008178
250,20128.759766,0.010293
300,20167.960938,0.012288
400,20064.990234,0.016623
500,19957.560547,0.021168




